"R0","a1","a2","v"
"11.330879490025549","0.01609451073570251","0.008359434026414361",0.5894227250213706
"5.200247755484328","0.00738649045719166","0.0038365168855488906",0.10538829771244006
"8.286219135812246","0.01176984997305611","0.006113211293208447",0.43856148311409776
"6.4705981221981","0.00919089373478796","0.00477373139842367",0.28102459847171557
"6.898279006193839","0.009798399124634557","0.005089235539785856",0.32559869409401515
"5.904217548090001","0.008386464300728069","0.0043558793797612285",0.212055019837026
"5.61614885163496","0.00797728552360588","0.004143338371483435",0.17163757763072485
"4.941476677615946","0.007018910280543925","0.0036455992533497663",0.05853897400380296
"7.490887332371792","0.010640110597250813","0.005526462976437473",0.3789521984479728
"8.604602342082117","0.012221927711429083","0.00634804634968391",0.45933298859585525
"5.870679484378258","0.008338789017038585","0.004331126572628254",0.2075525803606964
"5.83436555307421","0.008287195904316725","0.004304344169565806",0.2026208741424911
"6.650379842257456","0.00944621848819005","0.00490637188582974",0.3004609913956142
"5.86524774740317","0.008331071287666263","0.004327125672188702",0.20681920573826815
"14.797705580913819","0.021018797148333983","0.010917087020417326",0.6856129999641999
"10.43864638254936","0.014827160545321618","0.007701228008569153",0.5543301608449427
"8.517025601846337","0.012097635879683273","0.00628352533087058",0.45377730897211954
"6.3177864342680845","0.008973862996817461","0.004660998763120149",0.26363487491292126
"7.105435069473735","0.010092646414305483","0.005242099147326205",0.3452624325417762
"7.21509629451253","0.010248414198636818","0.005322960262415249",0.3552114371161342
"7.16209556429905","0.010173135606934211","0.005283893818262494",0.35044181733869484
"7.1737102034167","0.010189653433965027","0.005292449793739089",0.351492889126403
"5.884527336144965","0.008358454394784696","0.004341318701386931",0.20941543813750216
"5.504783878876665","0.007819072655631882","0.004061198449351075",0.15488094932675378
"6.104528913822901","0.008670948354627008","0.004503659439459464",0.23790994687328904
"7.110591178790924","0.01009990835626366","0.005245897707020891",0.3457366062200951
"8.669309686239496","0.01231404390649457","0.006395824139095541",0.4633706556007307
"7.1012017573395685","0.010086644781451048","0.005238956368014781",0.34487108663712207
"10.336532637033155","0.014682149194125839","0.007625844906681851",0.5499262567217875
"5.595192229513767","0.007947474885142889","0.004127895048847188",0.16853619476990142
"6.253500486494512","0.008882555428554845","0.004613571497175014",0.2560650926197436
"5.9529378441217204","0.008455640068058117","0.004391819779694866",0.21850330075076982
"6.749493105683491","0.009587068799007557","0.004979489687082712",0.310733544785032
"9.726767221392192","0.013815989454011933","0.00717599951094834",0.521711673704393
"7.139206863185103","0.010140633500784178","0.00526700115169922",0.34835899425143485
"8.44766748517932","0.011999133051313853","0.006232307653050989",0.4492908119368122
"8.578253691000654","0.012184656558522378","0.006328671885268769",0.45767524407644816
"7.065910003572761","0.010036530950352826","0.005212911945297882",0.3415985890105694
"10.69015944731095","0.015184492038286588","0.007886735502755792",0.5648146435280538
"8.08400426015027","0.011482587849323296","0.005964045996404595",0.42451827940505965
"7.948583921773704","0.01129028330779315","0.0058641156351191236",0.4147129510858047
"6.584754034182532","0.009353055829797483","0.004857952498642366",0.293489232395298
"6.353448024021705","0.00902450500580433","0.004687291456389105",0.2677668114046302
"6.905289255430851","0.009808363629655356","0.0050944075113483825",0.32628338994763323
"6.899480022611477","0.009800101250709275","0.005090149213206838",0.3257176893132153
"7.297878267608722","0.010366006003695511","0.005384058243328003",0.36252682277558246
"8.317828723047185","0.011814701225356562","0.006136525285149611",0.4406946570349555
"8.162930011791644","0.011594723546772039","0.006022283611747863",0.430082999211888
"7.438280061452749","0.010565375309967673","0.005487653115255335",0.3745598638060361
"6.26582500080814","0.00890000891205697","0.004622671040105392",0.2575285437460111
"8.178200406073506","0.011616401302498643","0.006033533091246232",0.43114642206337495
"5.354069549374546","0.007604986626609583","0.003949991297777972",0.13108959851963592
"6.869059808687385","0.009756871226208476","0.005067689424982969",0.32273045860210486
"8.410807479682074","0.011946807248377055","0.006205111743553756",0.4468773680438807
"6.048640462866201","0.008591500081871335","0.004462434991710284",0.23086851895255214
"7.967670582666546","0.011317336057638822","0.005878215360499995",0.4161156005515583
"4.999949907407878","0.007101974107625054","0.0036887666595341565",0.06955239637484104
"6.414598725941926","0.009111354557026332","0.004732424431107481",0.274748440580118
"7.897605513134377","0.01121780387810983","0.005826486768851301",0.41093383975544673
"7.626372991255008","0.010832599579354993","0.005626416706445541",0.3899854618097109
"5.045147341924066","0.007166195035220316","0.0037220839992925165",0.07788509038317115
"10.095200719842078","0.014339317036210808","0.007447780960931911",0.5391663311526039
"8.97665759428016","0.012750554390533443","0.006622592226155287",0.4817446364756797
"7.24084521257888","0.010284942438125144","0.005342006883656447",0.3575068105340852
"7.688533252816606","0.010920845558361075","0.005672254650373989",0.394916108340494
"7.342049986943214","0.010428757417197856","0.005416650183646607",0.36636227755347917
"8.888350686190432","0.012625042509215244","0.006557452164750133",0.4765957741573781
"9.988052272554386","0.014187150496562825","0.007368746607873678",0.5342231492121124
"6.572171954576797","0.009335198131838026","0.004848658258969457",0.2921359766407638
"4.747806339045393","0.006743829841173674","0.0035027247160382617",0.020136272714563207
"4.890115552500477","0.006945992021719666","0.0036077285509898533",0.04865360141265568
"8.35801857116559","0.011871768266554051","0.006166165519854123",0.4433836302670485
"5.545620349308221","0.007877035792513629","0.004091327987224272",0.1611040423033188
"7.630893120458052","0.01083900567515879","0.0056297584447312496",0.39034707583797496
"10.54568553648469","0.014979199445572074","0.007780163922240262",0.558852888494276
