"R0","a1","a2","v"
"8.971262436309477","0.01438885249492456","0.0097584885165203",0.5894227250213706
"4.1173085105978275","0.006603657486849202","0.00447861907355831",0.10538829771244006
"6.560648427733782","0.01052243463987549","0.007136336579460204",0.43856148311409776
"5.123123291197905","0.008216913831927707","0.0055726584696024085",0.28102459847171557
"5.4617261615206845","0.008759921575527227","0.005941005695949644",0.32559869409401515
"4.674678071276846","0.007497664521506781","0.005084901400846277",0.212055019837026
"4.446602609285756","0.007131766389867949","0.004836796033501026",0.17163757763072485
"3.9124255102035037","0.006275055865709626","0.004255744039601215",0.05853897400380296
"5.93093158466528","0.009512586469702891","0.006451376982990163",0.3789521984479728
"6.812683890209092","0.010926755869778482","0.007410509649980113",0.45933298859585525
"4.64812674223927","0.007455027906661274","0.005056004674272716",0.2075525803606964
"4.6193804731134875","0.007408912728985176","0.005024732231768688",0.2026208741424911
"5.265457643262437","0.008445152817286458","0.005727519291398747",0.3004609913956142
"4.643838077390148","0.007448169480459308","0.005051309563577509",0.20681920573826815
"11.716121132819739","0.018791307133194334","0.012744206191294323",0.6856129999641999
"8.264846309748362","0.013255829174239972","0.008990111989894264",0.5543301608449427
"6.743395815642928","0.010815602293464528","0.007335133389363675",0.45377730897211954
"5.002129559322875","0.008022914029652047","0.005441059324248585",0.26363487491292126
"5.625749396672231","0.009023051469426106","0.006119436854650023",0.3452624325417762
"5.712565698058348","0.009162255802944838","0.006213845249072968",0.3552114371161342
"5.670621112868672","0.009095055235132255","0.006168199726352128",0.35044181733869484
"5.679801771926827","0.009109751430139161","0.006178220772801458",0.351492889126403
"4.659072818014024","0.007472657673702857","0.00506791528130228",0.20941543813750216
"4.358436377628975","0.006990462141809581","0.0047408760815907",0.15488094932675378
"4.833283855052296","0.007752004275934388","0.005257402394411236",0.23790994687328904
"5.629836531156713","0.009029642607567273","0.0061238467941917025",0.3457366062200951
"6.8639517960237795","0.011008993516291416","0.007466249986718995",0.4633706556007307
"5.622386214168089","0.009017659859452668","0.00611578561163477",0.34487108663712207
"8.18397667296208","0.013126274556659111","0.008902114406550716",0.5499262567217875
"4.43000384011082","0.007105192941957809","0.0048187684757471805",0.16853619476990142
"4.951229400664649","0.00794124436556647","0.005385704178392024",0.2560650926197436
"4.713254353024445","0.007559523639201667","0.005126852045143463",0.21850330075076982
"5.343935888250595","0.00857103581965865","0.005812870111364221",0.310733544785032
"7.7012155393075865","0.012351765262164454","0.00837698070273575",0.521711673704393
"5.652502636004561","0.009065913648533045","0.0061484888020704375",0.34835899425143485
"6.688458234062177","0.010727527512038766","0.007275369592484315",0.4492908119368122
"6.791865897721725","0.010893352164434376","0.007387848389483701",0.45767524407644816
"5.5944806068500315","0.008972875407777265","0.006085320748730422",0.3415985890105694
"8.463974065199826","0.013575216609792705","0.009206679395345047",0.5648146435280538
"6.400543232409119","0.010265734738859033","0.006962190849505551",0.42451827940505965
"6.293309118008878","0.010093735387340904","0.006845565013123199",0.4147129510858047
"5.213506522443678","0.008361844487979176","0.005670983791678716",0.293489232395298
"5.030355969356272","0.008068077650902986","0.005471784520141632",0.2677668114046302
"5.467280699143587","0.00876886411759287","0.0059470299671611805",0.32628338994763323
"5.462686641697026","0.008761519298117682","0.005942049115468775",0.3257176893132153
"5.778117886234396","0.009267435407474578","0.006285149945995291",0.36252682277558246
"6.585657607054691","0.010562616680873072","0.007163564137734433",0.4406946570349555
"6.463036278267212","0.01036595005775564","0.0070301779119242465",0.430082999211888
"5.889307294475638","0.009445718430995915","0.006406041321565608",0.3745598638060361
"4.9609949314762956","0.007956774960828835","0.005396333941041659",0.2575285437460111
"6.475124625993798","0.01038533072110127","0.007043310305319264",0.43114642206337495
"4.239101109136692","0.006799004539404588","0.004611075805160897",0.13108959851963592
"5.438599296765005","0.008722877169886895","0.0059158296572600156",0.32273045860210486
"6.65927361331573","0.010680771685965902","0.007243616043851648",0.4468773680438807
"4.789033965224905","0.007681037158230304","0.00520927163074944",0.23086851895255214
"6.308435094203448","0.010117947008615215","0.006862005357666352",0.4161156005515583
"3.9587371636254782","0.006349323486686829","0.004306117370381624",0.06955239637484104
"5.078773443855754","0.008145732617486127","0.005524471921577701",0.274748440580118
"6.25294158613285","0.010028961846736337","0.006801641121738085",0.41093383975544673
"6.038210167196663","0.009684597045976946","0.006568060811381914",0.3899854618097109
"3.9945069559807242","0.006406724896219989","0.00434502962655459",0.07788509038317115
"7.992888189460144","0.012819725359750364","0.008694276786854806",0.5391663311526039
"7.107297975446507","0.011399221027674766","0.007730978324310408",0.4817446364756797
"5.732975850935469","0.009195000641945226","0.006236040411399362",0.3575068105340852
