"R0","a1","a2","v"
"14.830832768661402","0.01898319181431099","0.007299017478872421",0.5894227250213706
"6.806535395452376","0.00871229613062067","0.0033498421082325414",0.10538829771244006
"10.845709966334601","0.013882325034331747","0.005337738674817823",0.43856148311409776
"8.469270813378724","0.01084053973340195","0.004168171333606691",0.28102459847171557
"9.029042302409472","0.01155708479137852","0.004443662278249169",0.32559869409401515
"7.727957015362263","0.009891700323493829","0.003803322214579971",0.212055019837026
"7.350890664571384","0.009409026410943051","0.003617753236418788",0.17163757763072485
"6.467824138663592","0.008278701279146134","0.0031831481429707136",0.05853897400380296
"9.804740941871428","0.012549961094154348","0.0048254016794330775",0.3789521984479728
"11.262360548668713","0.01441566048690229","0.0055428151595546555",0.45933298859585525
"7.684033199007802","0.009835455128566857","0.0037817206871321",0.2075525803606964
"7.636502242254626","0.009774656246160173","0.003758332848536854",0.2026208741424911
"8.704586415402844","0.011141748583113132","0.004283981749604258",0.3004609913956142
"7.6769319012198585","0.00982635943042969","0.00377822275299785",0.20681920573826815
"19.368472028390112","0.024791440843093714","0.009532241095265221",0.6856129999641999
"13.663025330256879","0.01748847358079889","0.006724287614960184",0.5543301608449427
"11.147830563495798","0.014269093887360182","0.005486428722586823",0.45377730897211954
"8.269281939835542","0.010584541157617398","0.004069729536112241",0.26363487491292126
"9.300220695857531","0.011904148255031718","0.0045771157828793825",0.3452624325417762
"9.443705101802717","0.012087765467543197","0.004647748668508037",0.3552114371161342
"9.374378217955089","0.011999077314575831","0.004613611996836143",0.35044181733869484
"9.389559653615072","0.01201850305255202","0.004621095157396648",0.351492889126403
"7.70214664873966","0.009858616590700425","0.003790628770630611",0.20941543813750216
"7.205141568451911","0.00922248008549186","0.0035460214195383623",0.15488094932675378
"7.990130994940669","0.010227232714361233","0.003932359501381226",0.23790994687328904
"9.306944017136908","0.011912782586262476","0.004580439939439957",0.3457366062200951
"11.34712546538914","0.014524167807129784","0.005584508295410458",0.4633706556007307
"9.29464682668656","0.011897005992705639","0.004574390046088583",0.34487108663712207
"13.529342040006533","0.017317343411304576","0.006658488591716673",0.5499262567217875
"7.323459166015564","0.00937389905916363","0.003604264915968862",0.16853619476990142
"8.18512801181451","0.010476831609451148","0.004028323617388653",0.2560650926197436
"7.791592654591673","0.00997339638316543","0.0038347562426316543",0.21850330075076982
